Race,Age,Is English your native language?,Gender,What hand do you use to write with?,How the participant came to the test - based on HTTP Referer,Participant's technical location - ISO country code,Individual Extraversion Score,Individual Neuroticism Score,Individual Agreeableness Score,Individual Conscientiousness Score,Individual Openness Score
Caucasian (European),21,Yes,Female,Right,From another page on the test website,Canada,4.4,3.7,4.3,2.5,2.8
Caucasian (European),21,Yes,Female,Right,From another page on the test website,Canada,2.5,3.5,3.2,2.7,4
Caucasian (European),21,Yes,Female,Right,From another page on the test website,Canada,1.7,2.2,4.1,2.4,4.1
Caucasian (European),21,Yes,Female,Right,From another page on the test website,Canada,1.2,4.4,3.8,2.8,4.1
Caucasian (European),21,Yes,Female,Right,From another page on the test website,Canada,4.1,2.3,4.8,3,3.8
Caucasian (European),21,Yes,Female,Right,From another page on the test website,Canada,2.6,3.9,3.1,2.7,3.4
Caucasian (European),21,Yes,Female,Right,From another page on the test website,Canada,3.1,3.7,4.1,2.8,3.5
Caucasian (European),21,Yes,Female,Right,From another page on the test website,Canada,2,4,3.5,3.5,3.6
Caucasian (European),21,Yes,Female,Right,From another page on the test website,Canada,3.6,3.6,4.8,3.3,4.4
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United Kingdom,3.4,4.3,4.6,2.3,4.4
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United Kingdom,2.2,2.5,3.9,2.5,2.6
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United Kingdom,3.4,4.1,5,2.5,4.1
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United Kingdom,3.2,3,4.1,3.9,3.5
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United Kingdom,2.9,5,3.8,2.3,3.8
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United Kingdom,2.8,2.2,3.2,3.4,4.5
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United Kingdom,3.8,4.3,4.8,2.6,3.2
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United Kingdom,3.5,4.4,4.4,2.6,3.2
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United Kingdom,2.2,3.2,2.9,1.7,2.7
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United Kingdom,3.6,4.2,4.5,2.2,4.2
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United Kingdom,3.8,3.2,2.9,3.4,4
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United Kingdom,3.6,4.5,4.4,2.9,4.6
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United Kingdom,3.9,3.3,4.6,3.8,4.4
Caucasian (European),21,Yes,Female,Right,From another page on the test website,Hungary,3.7,3,4.1,3.7,4.5
Caucasian (European),21,Yes,Female,Right,From another page on the test website,Ireland,2.5,3.5,3.6,3.4,3.1
Caucasian (European),21,Yes,Female,Right,From another page on the test website,Serbia,4.3,2.9,3.8,3.7,4
Caucasian (European),21,Yes,Female,Right,From another page on the test website,Turkey,2.4,2.9,4.6,2.6,4
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United States,3.7,3.9,4,2.4,3.8
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United States,1.8,4,3.8,3,3.2
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United States,4.6,2.2,3.7,3.8,4.1
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United States,1.6,4,4.9,3.5,4.3
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United States,4.1,2.1,4.4,3.9,4.1
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United States,3,3.6,4.3,3.5,2.9
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United States,3.5,2.7,4.8,3.5,3.2
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United States,3.4,2.7,4.4,2.4,3.3
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United States,4.2,4.2,4.3,4.5,3.9
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United States,3.9,2.9,4.2,3.3,4.9
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United States,3.3,2.4,4,4.9,3.7
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United States,1.8,3.3,4.4,3.9,2.7
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United States,5,2,5,3.8,4.7
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United States,3.2,3.6,4.6,3.9,3.8
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United States,3.4,2,3.7,2.7,4.1
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United States,1.5,3.9,2.7,2.6,3.2
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United States,5,3.7,4.2,2.8,4.6
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United States,2.2,3.7,4.1,3.7,4.7
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United States,3.1,3.2,4.7,4.3,4.5
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United States,2.3,2.6,4.7,4.5,4.1
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United States,2.5,2.4,4.8,4.2,4.6
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United States,1.8,3.1,4.4,2.1,4.5
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United States,2.7,1.5,4,3.5,3.9
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United States,2.6,3.5,3.4,4.3,3.8
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United States,4,2.5,4.7,4.2,4.2
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United States,3.3,3.5,4.6,2.5,3.7
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United States,1.4,2.6,4.4,3.6,3.8
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United States,1.6,3.3,4.1,4.8,3.7
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United States,3.5,2.7,3.6,4.9,3.7
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United States,2.5,2,4,3.1,3.7
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United States,3.9,3.7,3.8,3.6,4
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United States,2.2,3.6,4.7,2.2,4.5
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United States,2.4,3.2,4.3,2.6,4.5
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United States,2.5,4.4,4.1,2,4
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United States,1.9,2.9,3.9,3.2,3.9
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United States,3.6,2.8,4.5,3.3,3.9
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United States,1.3,4.4,4.3,2.7,4.5
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United States,3.4,3.5,4.6,3.5,3.9
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United States,2.3,3.6,5,4.3,5
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United States,1.7,3.3,3.8,3.5,3.8
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United States,2.1,3.2,4.8,3.7,3.7
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United States,1.6,3.4,4.6,2.6,4.2
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United States,2.2,4.9,3.7,3.1,3.8
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United States,2.7,3.3,3.4,3.2,3.4
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United States,4.2,2.9,3.9,2.8,4.2
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United States,3.7,3,4.4,3.3,3.9
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United States,2.6,3.2,4.4,3.2,4.1
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United States,4.4,2,4.2,3.7,3.5
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United States,1.6,3.1,3.2,2.7,4
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United States,3.2,3.1,3.9,4.3,4.7
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United States,1.8,4.6,3.9,2.3,2.8
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United States,4.3,2.2,4.8,4.1,3.7
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United States,1.2,3.5,4,2.2,3.9
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United States,2.1,4.4,4,4.4,2.8
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United States,1,2.8,4,3.2,4.5
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United States,3.5,3.3,4.4,3.4,3.7
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United States,2.7,3.2,2.9,3.8,4
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United States,2.1,4.1,2.9,3.4,3.2
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United States,3.9,4.1,4.2,2.7,3.6
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United States,1,3.9,2.8,3.6,4.7
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United States,2.6,3.5,4.3,3.6,3.3
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United States,2.1,2.8,4.6,3.8,3.7
Caucasian (European),21,Yes,Female,Right,From another page on the test website,United States,2.9,3.4,4.7,4.1,4
Caucasian (European),21,Yes,Male,Both,From another page on the test website,Canada,3.5,1.1,2.2,3.1,4.2
Caucasian (European),21,Yes,Male,Both,From another page on the test website,United States,1.3,1.7,1.8,4.4,4.7
Caucasian (European),21,Yes,Male,Both,From another page on the test website,South Africa,1.8,1.8,4.3,3.6,4.6
Caucasian (European),21,No,Male,Left,From another page on the test website,Germany,4.3,1.1,2.3,3.7,4.9
Caucasian (European),21,No,Male,Left,From another page on the test website,France,2.4,2,3.2,3.4,3.9
Caucasian (European),21,No,Male,Left,From another page on the test website,Poland,3.2,4,4.3,3.6,5
Caucasian (European),21,No,Male,Left,From another page on the test website,Slovenia,2,3.5,3.9,3.9,4.6
Caucasian (European),21,Yes,Male,Left,From another page on the test website,Australia,3.6,3.7,3.8,3,4.7
Caucasian (European),21,Yes,Male,Left,From another page on the test website,United Kingdom,4.8,2.3,4.7,4.3,4.3
Caucasian (European),21,Yes,Male,Left,From another page on the test website,United States,4.3,2.5,4,4.2,4.8
Caucasian (European),21,Yes,Male,Left,From another page on the test website,United States,4.3,4.2,3.6,2.8,3.5
Caucasian (European),21,Yes,Male,Left,From another page on the test website,United States,1.4,4.4,4.2,2.6,4.5
Caucasian (European),21,No,Male,Right,From another page on the test website,Argentina,4.1,2.8,3.7,3.1,3.7
Caucasian (European),21,No,Male,Right,From another page on the test website,Argentina,1.1,3.5,3.3,3.2,3.8
Caucasian (European),21,No,Male,Right,From another page on the test website,Bosnia and Herzegovina,2.7,1.9,4.4,3.4,3.4
Caucasian (European),21,No,Male,Right,From another page on the test website,Bulgaria,3.2,1.6,3.1,2.6,4.4
Caucasian (European),21,No,Male,Right,From another page on the test website,Brazil,2.7,2.7,2.5,2.9,4.8
Caucasian (European),21,No,Male,Right,From another page on the test website,Brazil,2.8,3.4,3.9,3.1,3.9
Caucasian (European),21,No,Male,Right,From another page on the test website,Brazil,3.1,4.6,3.2,1.7,3.9
Caucasian (European),21,No,Male,Right,From another page on the test website,Brazil,2.2,4.8,4.2,3.9,4.9
Caucasian (European),21,No,Male,Right,From another page on the test website,Brazil,2.4,4.3,3.9,2.4,5
Caucasian (European),21,No,Male,Right,From another page on the test website,Canada,2.6,1.7,3.3,2.6,4.1
Caucasian (European),21,No,Male,Right,From another page on the test website,Canada,3.1,3.5,3.4,3.3,3.5
Caucasian (European),21,No,Male,Right,From another page on the test website,Czech Republic,2.2,3.9,2.3,2.5,3.9
Caucasian (European),21,No,Male,Right,From another page on the test website,Czech Republic,3.7,1.5,4,3.7,4.3
Caucasian (European),21,No,Male,Right,From another page on the test website,Czech Republic,1.8,3.7,2.7,3.7,3.7
Caucasian (European),21,No,Male,Right,From another page on the test website,Germany,2.7,3.5,4.4,3.3,4.7
Caucasian (European),21,No,Male,Right,From another page on the test website,Germany,5,2.1,3.1,2.7,4
Caucasian (European),21,No,Male,Right,From another page on the test website,Germany,3.8,3.4,4.3,2.9,4.4
Caucasian (European),21,No,Male,Right,From another page on the test website,Denmark,1.1,2.9,3.4,2.5,2.8
Caucasian (European),21,No,Male,Right,From another page on the test website,Spain,2.9,3.1,3,1.8,4.7
Caucasian (European),21,No,Male,Right,From another page on the test website,France,2,4.2,2.7,2.3,4.1
Caucasian (European),21,No,Male,Right,From another page on the test website,France,3.7,3.1,2.8,2.2,4.8
Caucasian (European),21,No,Male,Right,From another page on the test website,United Kingdom,3.9,3.8,3.9,3.5,3.6
Caucasian (European),21,No,Male,Right,From another page on the test website,United Kingdom,2.3,3.6,4,2.2,3.9
Caucasian (European),21,No,Male,Right,From another page on the test website,Greece,2.5,2.4,4.4,3.5,3.7
Caucasian (European),21,No,Male,Right,From another page on the test website,Greece,2.6,2.9,4.1,2.6,4
Caucasian (European),21,No,Male,Right,From another page on the test website,Croatia,2,3.2,4.1,2.7,3.3
Caucasian (European),21,No,Male,Right,From another page on the test website,Croatia,2.6,2.7,3.6,3.5,3.7
Caucasian (European),21,No,Male,Right,From another page on the test website,Croatia,3.1,3.5,3.1,3.1,3.8
Caucasian (European),21,No,Male,Right,From another page on the test website,Hungary,1.3,4.6,2,2,1.4
Caucasian (European),21,No,Male,Right,From another page on the test website,Ireland,3,3.2,2.6,3.5,4.2
Caucasian (European),21,No,Male,Right,From another page on the test website,Italy,3.9,3.1,4.6,3.5,4.8
Caucasian (European),21,No,Male,Right,From another page on the test website,Italy,2.5,4.4,3.4,2,3.8
Caucasian (European),21,No,Male,Right,From another page on the test website,Italy,2.7,2.8,2.6,3.1,3.8
Caucasian (European),21,No,Male,Right,From another page on the test website,Italy,3.1,3.1,2.8,3.7,4.2
Caucasian (European),21,No,Male,Right,From another page on the test website,Lithuania,2.7,2.9,2.8,2.9,4.3
Caucasian (European),21,No,Male,Right,From another page on the test website,Lithuania,3,3.8,4.2,3.4,4.5
Caucasian (European),21,No,Male,Right,From another page on the test website,Latvia,1.7,2.3,3.7,3.8,4.2
Caucasian (European),21,No,Male,Right,From another page on the test website,Netherlands,2.3,2.5,5,3.3,4.5
Caucasian (European),21,No,Male,Right,From another page on the test website,Netherlands,2.1,3.7,3.9,3.6,4.8
Caucasian (European),21,No,Male,Right,From another page on the test website,Norway,3.6,1.9,4.5,2.9,4.9
Caucasian (European),21,No,Male,Right,From another page on the test website,Norway,1.6,2.5,3.5,3.1,3.4
Caucasian (European),21,No,Male,Right,From another page on the test website,Norway,1.3,1.4,1.6,4.2,3.5
Caucasian (European),21,No,Male,Right,From another page on the test website,Poland,2.7,2.2,2.6,2.7,4.5
Caucasian (European),21,No,Male,Right,From another page on the test website,Poland,3.3,2.2,3.1,1.4,5
Caucasian (European),21,No,Male,Right,From another page on the test website,Poland,1.6,3.9,3.2,3,2.5
Caucasian (European),21,No,Male,Right,From another page on the test website,Portugal,2.9,2.8,3.4,2.2,3.7
Caucasian (European),21,No,Male,Right,From another page on the test website,Portugal,4.4,3.2,3.8,2.9,3.4
Caucasian (European),21,No,Male,Right,From another page on the test website,Portugal,3.4,2.6,2.9,2.8,4.2
Caucasian (European),21,No,Male,Right,From another page on the test website,Portugal,3.3,4,3.4,2.4,3.7
Caucasian (European),21,No,Male,Right,From another page on the test website,Romania,1.4,3.2,3.1,3.5,3.8
Caucasian (European),21,No,Male,Right,From another page on the test website,Romania,2,4.1,2.1,4.2,3.4
Caucasian (European),21,No,Male,Right,From another page on the test website,Romania,4,3,4.8,4,4.5
Caucasian (European),21,No,Male,Right,From another page on the test website,Serbia,3.3,4.8,2.4,3.1,4.4
Caucasian (European),21,No,Male,Right,From another page on the test website,Serbia,1.9,4.6,4.1,2.6,3.2
Caucasian (European),21,No,Male,Right,From another page on the test website,Sweden,1.3,2.6,1.6,4.2,4
Caucasian (European),21,No,Male,Right,From another page on the test website,Sweden,4.1,1.9,2.8,3.9,4.8
Caucasian (European),21,No,Male,Right,From another page on the test website,Sweden,2.5,3.8,2.8,2.6,3.3
Caucasian (European),21,No,Male,Right,From another page on the test website,Sweden,1,3.9,3,2.3,4.5
Caucasian (European),21,No,Male,Right,From another page on the test website,Turkey,2.8,2.3,3.5,3,3.9
Caucasian (European),21,No,Male,Right,From another page on the test website,Ukraine,2,3.5,3.2,3.1,4.1
Caucasian (European),21,No,Male,Right,From another page on the test website,United States,4.3,2.1,4.1,4.2,4.8
Caucasian (European),21,Yes,Male,Right,From another page on the test website,Australia,1,4.3,2.8,2.6,4.2
Caucasian (European),21,Yes,Male,Right,From another page on the test website,Australia,1.9,2.4,4,2.9,4
Caucasian (European),21,Yes,Male,Right,From another page on the test website,Australia,4.1,3.3,4.3,3.7,4.3
Caucasian (European),21,Yes,Male,Right,From another page on the test website,Australia,4.8,3.1,4.5,2.4,4.2
Caucasian (European),21,Yes,Male,Right,From another page on the test website,Australia,2.2,3.7,2.7,3.3,3.3
Caucasian (European),21,Yes,Male,Right,From another page on the test website,Australia,2.9,2.8,3.8,3.2,5
Caucasian (European),21,Yes,Male,Right,From another page on the test website,Australia,1.1,2.5,2.6,4.3,3.7
Caucasian (European),21,Yes,Male,Right,From another page on the test website,Australia,3,1.8,2.6,2.1,4.5
Caucasian (European),21,Yes,Male,Right,From another page on the test website,Bosnia and Herzegovina,4,1.8,2.6,4.4,5
Caucasian (European),21,Yes,Male,Right,From another page on the test website,Canada,2.9,3.5,3.2,3.4,3.9
Caucasian (European),21,Yes,Male,Right,From another page on the test website,Canada,2.1,3.6,2.2,3.2,4.7
Caucasian (European),21,Yes,Male,Right,From another page on the test website,Canada,2.8,1.5,3.4,3.5,3.9
